topic,message,qos,retain,time_now,time_delta
l99/${deviceId}/evt/read,"[{""address"": ""%I0.13"", ""keys"": [""IN14"", ""web.dancer_arm"", ""J3.10"", ""SX1.P13""], ""value"": 0, ""_ts"": 1616701450310}]",0,0,1616701450.28797,0.39701104164123535
l99/${deviceId}/evt/read,"[{""address"": ""%Q1.0"", ""keys"": [""web.take_up_motor_state""], ""value"": 0, ""_ts"": 1616701450311}]",0,0,1616701450.290449,0.0024788379669189453
l99/${deviceId}/evt/read,"[{""address"": ""%I0.6"", ""keys"": [""IN7"", ""product.sensor_one"", ""J1.12"", ""SX1.P6""], ""value"": 1, ""_ts"": 1616701460063}]",0,0,1616701460.0414941,9.751045227050781
l99/${deviceId}/evt/read,"[{""address"": ""%I0.6"", ""keys"": [""IN7"", ""product.sensor_one"", ""J1.12"", ""SX1.P6""], ""value"": 0, ""_ts"": 1616701460164}]",0,0,1616701460.143143,0.10164880752563477
l99/${deviceId}/evt/read,"[{""address"": ""%M55.4"", ""keys"": [""metric.transport_time""], ""value"": 0.10041646499996659, ""_ts"": 1616701460265}]",0,0,1616701460.242686,0.09954309463500977
l99/${deviceId}/evt/read,"[{""address"": ""%M55.5"", ""keys"": [""metric.printer_time""], ""value"": 0, ""_ts"": 1616701460265}]",0,0,1616701460.245159,0.0024728775024414062
l99/${deviceId}/evt/read,"[{""address"": ""%M55.10"", ""keys"": [""metric.print_sig_time""], ""value"": 0, ""_ts"": 1616701460266}]",0,0,1616701460.245428,0.00026917457580566406
l99/${deviceId}/evt/status,"{""connection"": ""online"", ""state"": 400, ""program"": ""emergent_pa_rc2"", ""step"": ""print_job_with_dancer_arm"", ""faults"": {""50"": {""description"": ""low ribbon"", ""hard"": false, ""added"": 665.941616643, ""updated"": 676.357083196, ""count"": 1036}}, ""cpu_time"": 676.309399372, ""utc_time"": 1616701460.2171836, ""build_no"": ""1.3.0.2"", ""_ts"": 1616701460267}",0,0,1616701460.248035,0.0026068687438964844
l99/${deviceId}/evt/read,"[{""address"": ""%Q0.0"", ""keys"": [""OUT1"", ""printer.start_print"", ""J2.7"", ""SX2.P0""], ""value"": 0, ""_ts"": 1616701460267}, {""address"": ""%Q0.4"", ""keys"": [""OUT5"", ""tamp.air_assist"", ""J5.1"", ""SX2.P4""], ""value"": 1, ""_ts"": 1616701460267}]",0,0,1616701460.2482402,0.0002052783966064453
l99/${deviceId}/evt/read,"[{""address"": ""%Q0.5"", ""keys"": [""OUT6"", ""tamp.vacuum"", ""J5.2"", ""SX2.P5""], ""value"": 1, ""_ts"": 1616701460268}]",0,0,1616701460.248399,0.00015878677368164062
